time,open,high,low,close,Volume,Volume MA
1591704000,243.67193085,244.79155528,242.3265406,243.58034824,27100.92585749,29087.91949044463
1591718400,243.60124705,243.83571371,240.84438226,243.31145298,35936.7591278,29656.461999799132
1591732800,243.24752826,245.4522466,241.77350251,243.99611775,33006.31235875,29921.78896591913
1591747200,244.03865409,244.96849073,243.43907918,243.7663308,25536.40210646,30062.376905531128
1591761600,243.78979441,244.91976067,242.77498845,243.69692952,25810.40314682,30701.22343254413
1591776000,243.7102952,244.09530396,242.26093746,242.68326132,28377.17389382,31214.895095666132
1591790400,242.65396152,244.13903902,242.3961928,243.60609542,29247.53776356,31749.033325205128
1591804800,243.57683802,251.15510258,240.39705,246.83351216,75488.37490032,33947.92172949113
1591819200,246.9494844,248.81164845,246.08125608,247.99892315,38957.23115561,33117.757266517125
1591833600,248.03495696,251.62024052,247.50399002,248.35188096,56303.86311449,33555.33164020763
1591848000,248.24783172,249.028648,244.09556549,246.17870621,26980.29829254,32919.67481410763
1591862400,246.17045919,246.94324942,243.49740299,245.3016489,26166.71611906,32864.766853802124
1591876800,245.33456105,245.36132995,237.42834269,238.6995687,68204.8121347,35204.115944851124
1591891200,238.69272368,239.52890466,224.48139372,232.25656493,100806.54100818,38672.52469253663
1591905600,232.25057123,233.44638872,228.7619439,230.14641008,38992.77392255,39405.84719900713
1591920000,230.23360653,234.21784077,228.04571052,233.24205536,49592.70702026,40704.39748726513
1591934400,233.33234765,236.44361692,232.12750946,235.23998173,30750.99324393,40748.82691914464
1591948800,235.23692572,237.66229868,234.91433048,237.37582398,27562.20877092,39495.250968598135
1591963200,237.448625,239.37568865,235.02840777,236.28361512,33366.81278043,40290.07568234563
1591977600,236.34862384,237.46190473,233.83499575,236.7449495,21843.66246923,40001.625459346134
1591992000,236.77684174,238.71460823,236.42068808,237.53349552,17118.9949645,39502.52891469663
1592006400,237.52264063,237.98401455,235.43088036,235.70590837,17714.59182834,38591.420549723625
1592020800,235.58479163,236.84989034,234.52281162,236.68488979,15573.37626513,37719.77374504263
1592035200,236.65944475,237.4343654,234.85607915,235.50206793,17885.87788475,37337.24753395713
1592049600,235.48622382,238.35563466,235.01728183,237.15424645,32626.11132235,37678.032942733626
1592064000,237.2024427,239.14719976,235.758635,236.84487976,22807.91290488,37399.56989328663
1592078400,236.83386176,238.77480954,235.45919312,238.16614746,18078.87119438,36841.136564827626
1592092800,238.20298803,238.56972367,237.13155396,237.5812626,15837.0784538,33858.571742501634
1592107200,237.64005423,237.84250835,233.67047885,234.92136654,29637.48527467,33392.58444845463
1592121600,234.98976024,236.85050486,234.51866958,236.2256403,16749.46101258,31414.864343359135
1592136000,236.2530247,236.53689538,232.68775,235.29645027,26886.27569147,31410.163213305634
1592150400,235.32931509,235.54863848,234.02355355,234.96033708,14625.55543813,30833.10517925914
1592164800,234.97556076,235.23685046,229.48727461,231.46046528,32653.31589607,29055.53036732764
1592179200,231.48198709,232.06637611,224.15712393,225.30982344,54671.18715479,26748.76267465814
1592193600,225.31199203,227.25858638,217.62034238,224.218033,67371.66520958,28167.707239009636
1592208000,224.23459135,224.62143149,221.77617614,223.0664904,35276.71777043,27451.907776518136
1592222400,223.24408176,226.923753,219.89519822,226.58139653,51010.28887082,28464.87255786264
1592236800,226.58356355,233.88623235,225.71190716,232.39921549,42264.3050949,29199.977374061633
1592251200,232.42778462,233.61807029,229.72005711,230.98246115,28973.70249003,28980.321859541633
1592265600,231.00205362,234.24300207,228.9018049,233.26607259,35176.38397689,29646.957934924634
1592280000,233.31341719,233.67066464,231.06714053,232.87920061,31120.53217208,30347.034795303636
1592294400,232.85057935,235.51906646,231.9544227,234.43731685,33163.74451683,31119.492429728136
1592308800,234.34591631,236.31092642,231.37024202,232.7705893,42133.54733872,32447.50098340764
1592323200,232.85176992,234.30034137,232.55243624,233.94607373,22948.82911603,32700.64854497164
1592337600,233.98120698,235.84163217,233.47417797,235.35725948,19251.78846339,32031.932402023638
1592352000,235.35792078,235.84314742,231.8557263,232.78533427,25216.428578,32152.35818567964
1592366400,232.78665063,235.21682861,232.19398346,234.59815522,24763.6657751,32486.59791471564
1592380800,234.60438804,234.97417316,233.03536754,233.52400169,20563.27616016,32722.907800033638
1592395200,233.49266969,237.33251683,230.30045214,231.28386624,41736.11347976,33327.83921028814
1592409600,231.24074974,232.48488074,228.97388751,229.18466092,28515.52398031,33916.14235867464
1592424000,229.21439149,234.35659814,227.44415713,233.59038717,28770.02878589,34010.330013395636
1592438400,233.62381344,234.38384404,232.6206952,233.21482124,21447.50151244,34351.427317111134
1592452800,233.2659527,233.76618379,232.26279363,233.17635601,20218.79726049,33729.70138533214
1592467200,233.19292693,234.00115697,231.76596877,232.89476658,19124.92944082,31952.388499633635
1592481600,232.86558465,233.24467707,230.64873158,230.99139738,29453.67486384,30056.488982346636
1592496000,231.01776432,232.15277756,229.33590476,231.12696863,25375.9531749,29561.450752570137
1592510400,231.1469428,232.20752221,227.1174471,231.01044603,32724.11722267,28647.14217016264
1592524800,231.04228311,231.23387144,226.19058154,227.37309811,34697.98566184,28268.82619850964
1592539200,227.3302164,229.10272775,226.89729729,228.00780093,24864.30807665,28063.35647784064
1592553600,228.01697793,231.30633106,227.31806896,230.08977504,34510.94468049,28030.084513020636
1592568000,230.09051112,231.89528241,230.04689009,230.70928135,27626.39003158,27855.377405995638
1592582400,230.77958339,231.03371025,227.74190121,228.76305011,28812.54256552,27637.817308430134
1592596800,228.7825215,230.31467082,227.43239679,228.79897345,23274.4800121,26694.863942099135
1592611200,228.70567316,230.66377488,228.30234892,230.14257909,19429.43010876,26518.893991735637
1592625600,230.12566917,230.27143216,228.89047138,229.49532368,17417.71374422,26427.190255777135
1592640000,229.53515013,230.19892265,225.01052438,228.9784674,27213.3151905,26527.03458640214
1592654400,229.05790481,229.17917652,225.61641939,226.42453467,23120.82333801,26444.89246454764
1592668800,226.38389881,227.6435083,226.07158951,226.87655098,19662.70868642,26399.86409086064
1592683200,226.9317154,229.66893331,226.84708695,228.86016833,17772.11103584,25201.66396866464
1592697600,228.86378021,230.25432533,228.54699645,229.61410904,15795.47210656,24565.661374977142
1592712000,229.64140736,231.44704665,229.19291823,230.17227613,15620.74532832,23908.19720209864
1592726400,230.17103954,230.84314828,229.27695588,229.82433107,18791.68718216,23775.40648558464
1592740800,229.86470043,230.72348278,228.63738051,230.4360105,27965.92083602,24162.76266436114
1592755200,230.41467,230.65439165,228.7705172,229.70088923,19635.94541418,24188.31346302914
1592769600,229.70951068,229.7796556,226.87424235,227.82192664,18087.56337014,23620.00788834414
1592784000,227.85173545,234.38901021,227.21979875,234.1629169,58593.28379499,25280.87441934864
1592798400,234.23050607,235.81636884,233.52083524,234.83478,48625.98934147,26075.96802528864
1592812800,234.84930522,236.93732563,234.6455781,236.50521804,36977.75362346,26189.956423369636
1592827200,236.52926138,241.87940231,236.1819375,241.51522127,72968.7230203,28595.17717055214
1592841600,241.54251462,245.74816455,240.88590678,242.39635671,82705.24957405,31004.89241523014
1592856000,242.44735749,247.51108095,241.85331854,243.21051678,53173.03564814,32282.22469605814
1592870400,243.26611771,244.77709154,240.45324908,242.59993118,38577.64364402,32770.47974998313
1592884800,242.61841519,244.54921261,241.19944412,244.10145832,42969.7076666,33755.241132708135
1592899200,244.12495571,244.22943146,241.80854888,243.44816265,38186.26838148,34693.08304634414
1592913600,243.40512376,244.40287718,241.37837001,244.37374048,63048.67071047,36974.63089465664
1592928000,244.35637035,245.01459499,242.82423998,243.92914227,46168.89317821,37922.40979404214
1592942400,243.88556988,244.46761506,242.08799799,243.09353329,24012.40153494,37966.988703888645
1592956800,243.09222912,245.94760885,242.79408872,245.25112325,37784.09397235,38873.057968185145
1592971200,245.26696436,249.2283246,241.66235015,242.08587154,82101.55220967,42089.530026876644
1592985600,242.01141393,243.33291637,234.27751977,237.50932475,64783.67095609,44538.93996935314
1593000000,237.5708035,240.74004232,230.66750096,231.80996551,87450.93789936,48130.44959790514
1593014400,231.7917571,235.06839701,231.07277638,233.65771231,51242.89509346,49753.00999347014
1593028800,233.60894382,236.17098142,233.01523568,234.35420005,39291.88929078,50319.308416208136
1593043200,234.32398353,235.13308668,226.68896908,229.2194578,51837.23907971,51929.373099484634
1593057600,229.2383284,232.41546175,228.94495861,231.01966208,43294.80458405,53189.735160180135
1593072000,231.08018386,235.12451809,230.8067402,234.27123967,42607.40865677,52390.441403269135
1593086400,234.2576649,234.59233525,231.33545831,233.48770836,46512.97786393,52284.790829392135
1593100800,233.51634774,234.56503956,232.16064188,233.65871242,36977.06822068,52284.75655925314
1593115200,233.66563208,235.10106361,231.15374375,232.2277336,30806.57193505,50176.649004990635
1593129600,232.25249455,233.29788127,230.64435938,232.07956784,39590.46247111,48020.90964984364
1593144000,232.0654339,232.74878343,227.52105565,228.77637232,55610.21597878,48142.76866637564
1593158400,228.70844253,232.11429723,228.06376546,230.43921375,52511.19197271,48839.44608281014
1593172800,230.41188995,231.88866071,227.179554,229.83519494,60803.16175804,49731.11878738213
1593187200,229.84839187,230.15343261,227.7480934,229.97271307,31365.82045871,49390.096391243635
1593201600,230.02587525,231.35789723,229.19025338,229.46362076,22331.56728155,47354.24121979764
1593216000,229.47274706,230.116045,228.12474496,229.4461506,30346.73515544,46563.13331865914
1593230400,229.49553456,230.52093281,228.57181189,230.30076469,19488.86290209,46336.95638701664
1593244800,230.32117494,231.05086758,228.86465941,229.42100558,25716.25920414,45733.56464860614
1593259200,229.44964703,230.00882184,226.17424821,227.41256963,43954.84113004,43826.22909462464
1593273600,227.40736762,227.80007422,215.32601346,217.69470047,71468.62480395,44160.476787017644
1593288000,217.62024095,223.10488837,215.48235418,220.74892848,50932.17847222,42334.53881566064
1593302400,220.76223656,220.78276416,218.3448826,219.22738884,16042.46716074,40574.51741902465
1593316800,219.2762964,220.82367696,218.489556,220.41863676,31015.25545492,40160.68572723165
1593331200,220.4155469,224.6291576,219.75017732,223.09531227,49447.29417003,40041.18848174765
1593345600,223.18118307,226.51520822,221.94412464,226.04235843,35421.2060955,39647.50855732015
1593360000,226.06748254,227.85396244,223.80705944,223.98328319,37203.97287044,39377.33676800365
1593374400,223.93261749,225.66419225,223.63066493,224.89751745,23289.64424365,38216.17008698965
1593388800,224.88477361,226.70815161,223.867849,224.41036939,33649.77708187,38049.805530049154
1593403200,224.32595353,225.82607693,222.20273122,222.57752169,40468.96385553,38532.925126073154
1593417600,222.55877158,224.28620042,221.08051065,223.39311781,43283.05655549,38717.55483029215
1593432000,223.40275686,224.83875578,221.42701042,223.93305437,49408.98632186,38407.49334744616
1593446400,223.85712676,227.1431371,223.3398895,225.98787862,44777.95769492,38020.831633556656
1593460800,226.02787643,229.92026977,226.02787643,227.86374429,38670.61315087,36914.204203198155
1593475200,227.90723944,228.65474524,226.7362398,226.97213656,20396.69103668,36365.74773209666
1593489600,226.96134626,227.43888565,225.57168582,226.64966673,37499.4896694,37124.14385148916
1593504000,226.61655606,227.71060884,225.93274844,227.60772177,28995.85294483,37056.599740958656
1593518400,227.59308667,227.62053177,222.75336185,226.22947344,51859.1198287,38675.11258728916
1593532800,226.31162046,226.59018368,224.15386,225.0873762,28168.14790976,38797.707022570154
1593547200,225.05443224,226.45144994,224.80831189,225.47316027,19266.24094023,37563.277013079656
1593561600,225.51401395,225.94835031,224.03425404,225.31117949,31269.05690593,35553.298618178655
1593576000,225.33319121,226.290685,224.85629082,225.57832668,25978.204488,34305.59991896766
1593590400,225.55024799,228.88713708,225.52080639,227.67597777,42127.34432481,35609.843777171154
1593604800,227.64255317,229.68069195,226.74350916,229.65287435,42562.58614476,36187.210311663155
1593619200,229.63957733,232.82220979,228.91878129,231.16927982,56506.52945143,36540.17207573315
1593633600,230.89825987,232.32546086,230.31380717,231.0943527,23004.97081438,35919.36031167715
1593648000,231.11609959,232.19521442,230.46901058,231.140318,28471.91834421,35482.75758536565
1593662400,231.11779102,231.80584316,227.78603465,228.77232235,37150.14704529,36175.78272544765
1593676800,228.75564958,229.48168652,227.05653152,228.21641614,42605.93801787,36623.59077224765
1593691200,228.14343996,231.29291511,224.63730747,224.9759072,66063.30572707,37903.307865824645
1593705600,224.98906927,226.62751878,222.56887315,225.64221096,45720.50374825,38025.18022546264
1593720000,225.26642072,228.4368076,225.03183701,226.65056481,27055.42071783,36907.50194526114
1593734400,226.62844388,228.22438344,225.63207992,226.25575673,31368.97272318,36237.05269667414
1593748800,226.3026725,227.58510653,225.7394142,227.19406325,25022.85910362,35554.66499431164
1593763200,227.18682122,228.24163515,225.4243634,227.1510455,29668.89591822,36018.27523838864
1593777600,227.20117077,228.12504463,226.37256626,226.949081,35141.81231901,35900.39137086914
1593792000,226.97395266,227.54117741,225.82014804,226.54910374,27263.22662022,35813.760054638646
1593806400,226.43226792,227.06972496,224.13635606,225.0588703,25373.85189979,34489.496658193144
1593820800,224.94317147,226.80903625,224.44926364,226.10511575,30243.25152681,34593.251839045646
1593835200,226.13423525,226.6431948,225.85986669,226.07628079,19674.69803816,34613.67469394214
1593849600,226.05356471,226.52473429,225.44901135,225.73682912,21025.14598719,34101.47914800514
1593864000,225.75266168,226.59512,225.21977574,225.90620865,22397.39604568,33922.438725889144
1593878400,225.91308754,230.78075313,225.4811578,228.91700944,51874.46245125,34409.79463221114
1593892800,229.10364261,229.58979029,228.40176879,229.29107302,16759.88324875,33119.65948741064
1593907200,229.35706434,229.89938592,227.5600801,228.2254375,27335.24396524,31661.09521310114
1593921600,228.26443156,228.36750188,226.24977065,226.79680712,23517.58405169,31686.72587496664
1593936000,226.73170745,227.18790474,223.56687247,225.20291537,30298.92807279,31778.07636139564
1593950400,225.30999771,226.34356179,224.32976275,224.99937311,23533.00930414,31097.21947433814
1593964800,224.9547289,225.92054721,224.80113969,225.23320235,15258.36388907,29729.840767898142
1593979200,225.25479884,228.30972239,222.76769499,227.76211343,33508.85047835,28102.118005462144
1593993600,227.731365,228.88126322,227.05236026,227.91100002,25939.63482417,27113.07455925814
1594008000,227.94177713,234.06357754,227.77603581,232.73276571,72852.75227866,29402.94113729964
1594022400,232.76123495,236.01639143,232.52558166,235.82518159,52748.13785368,30471.89939382464
1594036800,235.83162608,239.02884005,234.58848623,238.72309832,79829.33856327,33212.223366807135
1594051200,238.73028771,240.92281054,237.98081523,238.52885104,47713.47381351,34114.452261571634
1594065600,238.48845841,242.24252037,237.39961636,241.74465707,45751.0494965,34644.914120446134
1594080000,241.73671212,243.96274111,238.00767867,239.35342779,64223.78460798,36492.94201983414
1594094400,239.29734908,239.52773664,235.9733726,237.11624129,44078.62174149,37428.180511919134
1594108800,237.01840391,237.96473613,234.70054519,237.62328226,34921.20859626,37662.07836539164
1594123200,237.62385887,239.68525632,236.43032531,238.88673374,49035.86774832,39130.13685089964
1594137600,238.82929329,240.29676789,237.73782104,237.9485403,38501.18886104,40003.93899459214
1594152000,237.98875335,239.92257179,236.50292817,239.37534076,32222.03404252,40495.17089443414
1594166400,239.35823552,242.3096514,237.93067385,241.73097495,49734.42251883,40388.16889781314
1594180800,241.77514095,242.51770074,238.30987688,240.75133947,51562.22293824,42128.285882287644
1594195200,240.74588085,244.57311181,239.95069784,244.15630481,78397.78385154,44681.41287660265
1594209600,244.2175374,248.00085552,241.33244175,245.85255937,77876.3008363,47399.34871583315
1594224000,245.98487408,248.9920352,245.02935229,248.8210523,47559.57778505,48262.38120144615
1594238400,248.8493714,249.03800964,245.34413972,247.06325668,106482.26033778,52409.84375312815
1594252800,247.0734945,247.15557723,243.2023665,244.79600751,44235.78949905,53858.71503362715
1594267200,244.7571595,247.54950864,244.35791783,246.7046959,42742.35381893,54320.390200656155
1594281600,246.69603637,246.71105934,244.48452357,246.484819,35727.60750673,54809.78883478414
1594296000,246.52042971,247.70530252,237.67104081,239.84127952,70543.80899374,54694.341670538146
1594310400,239.82325939,241.04520483,238.4062711,240.00082988,35084.77518431,53811.173537069655
1594324800,240.02996541,242.2935138,239.48032543,242.07779397,23707.14268835,51005.063743323655
1594339200,242.08729354,242.24741244,239.78355294,240.3777541,29360.68604238,50087.42435476716
1594353600,240.39399139,240.524568,235.67151787,237.80879236,46365.6585741,50118.15480864716
1594368000,237.79345145,240.12442241,237.73287776,237.9041693,32299.52673023,48521.94191475965
1594382400,237.94457194,240.8478626,237.92073611,240.49714554,29984.82458591,47817.25205698065
1594396800,240.517061,240.62735197,238.45803167,239.42969018,34697.16725577,47806.04998995615
1594411200,239.46392306,241.83769339,238.479671,241.24313286,23277.00600296,46518.106902688145
1594425600,241.2992162,241.6946828,240.21885274,240.47675807,29111.29204051,46048.612061661646
1594440000,240.3504857,240.94796525,239.67582856,240.55542402,21728.8667224,45523.95369565564
1594454400,240.50730551,240.77762129,237.68443964,238.633403,28288.88221804,44451.67668061614
1594468800,238.59639475,240.3150566,238.29728825,239.62432932,29019.2896305,43324.53001522914
1594483200,239.69288484,240.50446963,237.70697708,237.97481325,29660.27588944,40887.654617124135
1594497600,238.04246972,239.91305525,237.90416541,239.26467411,15755.41767609,37781.61045911363
1594512000,239.24567715,241.4917765,239.14936631,240.93384998,24232.23629893,36615.24338480763
1594526400,240.94686823,241.48085692,240.18973291,240.34962789,17498.38377991,32166.049556914135
1594540800,240.45814811,240.97774413,239.43381889,239.6446992,22133.83502076,31060.95183299963
1594555200,239.63125302,244.04670752,236.53331387,237.72073312,85368.26354976,33192.24731954113
1594569600,237.70448832,238.84834766,236.7536535,238.60979687,22134.9506082,32512.614474614635
1594584000,238.57438657,243.05277744,238.26200896,242.81085327,54760.59615957,31723.453832906136
1594598400,242.83211625,243.70121592,241.24477,241.654319,43984.02725165,32168.41643627313
1594612800,241.6251928,243.15011281,241.49901263,242.6771549,36626.75970141,32814.39728692613
1594627200,242.6927071,245.13560624,242.67410699,244.6209634,57948.7658196,34243.801275787126
1594641600,244.60440574,245.86623739,242.1081795,242.65795156,44456.3605211,34148.33637313712
1594656000,242.68466029,243.73626719,237.20698024,238.27425616,50580.42733003,35062.381403127125
1594670400,238.24159513,239.9931908,237.57203465,239.38966315,29066.8498451,35016.482666086624
1594684800,239.41815005,239.99187436,238.13125644,238.59663784,27827.89032516,34673.01881955613
1594699200,238.58511501,238.74676006,236.46486747,238.38449824,33498.56396128,35184.09671747213
1594713600,238.36915091,240.96713924,236.82706672,240.45594843,39283.71515159,35692.71787302613
1594728000,240.5651291,241.3336504,238.45173017,240.26801915,33540.8935285,36283.31921333113
1594742400,240.3030885,241.75156098,239.43560371,241.45781673,30254.44512857,36381.59735885763
1594756800,241.42486714,242.15896667,240.04264768,240.41996045,22098.40324194,36035.55303942963
1594771200,240.46178503,241.4259265,239.17883457,239.24633295,23875.22054508,35746.30027221163
1594785600,239.24124465,240.21375116,238.67471915,239.59452332,31132.64613756,36515.16169528513
1594800000,239.59667769,240.0669082,238.26514276,239.06299385,34211.44892486,37014.12232658163
1594814400,239.05308411,239.97091064,237.69972068,238.02145919,39122.41969597,38095.32412238463
1594828800,237.90601738,238.5652176,236.55287568,237.18039004,34149.70471608,38696.11760715063
1594843200,237.16830798,238.92334073,237.06988467,238.45122846,26421.2646004,35748.76765968263
1594857600,238.44321994,239.16604635,237.6931334,238.20003033,21943.93676897,35739.21696772113
1594872000,238.1979654,238.72162628,229.7229247,232.34683272,64476.71324953,36225.02282221912
1594886400,232.31840898,232.91804638,229.64778353,231.36664395,45227.09248841,36287.17608405712
1594900800,231.3723837,233.3040359,231.24322753,232.91774654,35201.48501097,36215.91234953512
1594915200,232.94502543,234.39189214,231.83502302,232.25872166,39808.87052175,35308.91758464262
1594929600,232.3036848,233.98346702,231.73333865,233.5377401,30303.91225808,34601.29517149162
1594944000,233.56279238,234.28868243,232.72127129,232.96249515,26209.18008425,33382.73280920262
1594958400,233.02070604,233.59341606,231.16181993,232.83926924,48231.40625757,34340.96062982613
1594972800,232.86599318,233.62956337,231.82116256,233.20879301,39117.30098822,34905.43116297913
1594987200,233.22934869,234.82393669,232.60408642,233.09617104,45739.62197086,35517.48406345813
1595001600,233.09874973,233.57007503,232.33991209,233.11247446,28845.30136342,34995.56337404963
1595016000,233.05052681,233.63100261,232.41452393,232.70020547,19046.96884782,34270.86714001563
1595030400,232.63468128,233.44852435,232.2453216,233.11011029,32198.3941313,34368.064590152135
1595044800,233.09161235,233.57325936,232.91539352,233.44889931,21671.74113211,34346.73148466063
1595059200,233.42239949,235.84921878,233.15247486,235.09050525,40531.34006251,35179.537460532134
1595073600,235.0939801,235.47387197,234.3628089,235.12204446,26379.26224399,34941.86826585363
1595088000,235.09898286,236.96965971,234.61869594,235.65820633,41158.57191189,35289.22441520513
1595102400,235.70557516,236.64449072,235.54389424,235.82463546,24951.91124777,34580.69899279512
1595116800,235.83828723,236.2689583,234.75327018,235.10668106,24615.66272392,34103.996893187126
1595131200,235.04360863,235.22105277,233.49875808,234.66618273,26183.22175766,34092.09475105013
1595145600,234.63332169,235.16282541,233.37088,233.8629468,31085.76443971,34549.18613458712
1595160000,233.84285706,234.49694436,233.53444198,233.73378559,21165.92082488,32383.646513354626
1595174400,233.76113601,235.65139344,233.65055245,235.29607837,32911.48011792,31767.865894830127
1595188800,235.29614254,240.34783185,235.02949835,239.25046434,41291.59821192,32072.371554877627
1595203200,239.28097439,239.83044491,237.89693765,238.62329798,34230.06127496,31793.431092538125
1595217600,238.60226309,239.28932898,238.17626211,238.62817934,30661.85036014,31811.327997641125
