time,open,high,low,close,Volume,Volume MA
1591862400,9792,9819,9751.5,9785.5,187873034,237937493.35
1591876800,9785.5,9789,9494,9507.5,725191294,268558817.8
1591891200,9507.5,9550.5,9012,9269,939280491,300222679.4
1591905600,9269,9353,9216.5,9259,220618073,299625730.3
1591920000,9259,9383.5,9222.5,9343.5,166434634,299810889.55
1591934400,9343.5,9448.5,9328.5,9425,199993576,299592705.5
1591948800,9425,9508,9424.5,9493,173008629,280893704.4
1591963200,9493,9547,9376,9413.5,319681731,292504251.35
1591977600,9413.5,9449,9300,9424.5,277090844,297848277.5
1591992000,9424.5,9479.5,9408.5,9459.5,97574203,292132562.15
1592006400,9459.5,9471,9393,9403,72303299,290441421.35
1592020800,9403,9438.5,9359.5,9435.5,107361693,280230931.6
1592035200,9435.5,9470,9388,9399.5,120350221,280599475.2
1592049600,9399.5,9462.5,9386,9430,129506652,281206123.8
1592064000,9430,9500,9362.5,9393.5,125616552,282488044.55
1592078400,9393.5,9487,9330,9476,158874303,284208596.6
1592092800,9476,9483,9426,9430,68312756,253041707.85
1592107200,9430,9436.5,9368.5,9407,111763517,248329881.1
1592121600,9407,9438,9386.5,9426,71067347,235043325.75
1592136000,9426,9435,9300,9411,235813958,225385840.35
1592150400,9411,9421.5,9356.5,9390,72035198,219593948.55
1592164800,9390,9430,9232,9327,381685887,202418678.2
1592179200,9327,9356.5,9137,9150.5,346911165,172800211.9
1592193600,9150.5,9213,8892,9098.5,658334263,194686021.4
1592208000,9098.5,9136,9061.5,9094.5,175619846,195145282
1592222400,9094.5,9306.5,9025.5,9295,441403932,207215799.8
1592236800,9295,9466,9277.5,9419,424964823,219813609.5
1592251200,9419,9544.5,9404.5,9426,266927680,217175906.95
1592265600,9426,9598,9387,9576.5,246825430,215662636.25
1592280000,9576.5,9589,9458,9504.5,193421839,220455018.05
1592294400,9504.5,9543,9467,9505.5,140681667,223873936.45
1592308800,9505.5,9599.5,9398,9442,446559389,240833821.25
1592323200,9442,9510,9426,9496,149425895,242287604.95
1592337600,9496,9530,9476.5,9522.5,98513068,240737925.75
1592352000,9522.5,9530,9411,9448.5,144293573,241671776.8
1592366400,9448.5,9529,9420,9511,159323289,241694226.1
1592380800,9511,9518,9463,9470,96085797,243082878.15
1592395200,9470,9576,9352,9384,446611058,259825255.2
1592409600,9384,9413.5,9306.5,9306.5,178942825,265219029.1
1592424000,9306.5,9462,9219.5,9452.5,329724375,269914549.95
1592438400,9452.5,9457,9394,9422,107016488,271663614.45
1592452800,9422,9446.5,9405.5,9427.5,78298377,256494238.95
1592467200,9427.5,9495,9376,9425.5,192839617,248790661.55
1592481600,9425.5,9439,9372,9373,163842056,224066051.2
1592496000,9373,9411,9328,9386.5,136464559,222108286.85
1592510400,9386.5,9405.5,9268.5,9374,238965820,211986381.25
1592524800,9374,9374.5,9226,9264,290116814,205243980.8
1592539200,9264,9315,9247,9285,117472601,197771226.85
1592553600,9285,9450,9264,9380.5,280449400,199452425.35
1592568000,9380.5,9417.5,9353,9377.5,150943363,197328501.55
1592582400,9377.5,9379,9254.5,9298.5,232510826,201919959.5
1592596800,9298.5,9345.5,9231,9296.5,226211619,190902571
1592611200,9296.5,9338,9274,9320,112130989,189037825.7
1592625600,9320,9320.5,9281.5,9290.5,84058364,188315090.5
1592640000,9290.5,9388,9141,9323.5,317945775,196997700.6
1592654400,9323.5,9330,9229,9251,140136084,196038340.35
1592668800,9251,9314,9231,9284,88161918,195642146.4
1592683200,9284,9399,9284,9358.5,189376279,182780407.45
1592697600,9358.5,9396.5,9347.5,9369.5,93923729,178529452.65
1592712000,9369.5,9424.5,9356.5,9364,107972160,167441841.9
1592726400,9364,9370,9330,9353,72780298,165730032.4
1592740800,9353,9382.5,9321,9365.5,105292425,167079734.8
1592755200,9365.5,9371.5,9287,9339.5,136143452,164244926.55
1592769600,9339.5,9339.5,9272,9286.5,131753009,162640474.2
1592784000,9286.5,9390.5,9272,9380.5,167065564,164170524.45
1592798400,9380.5,9449,9368,9420.5,189072193,161675843.1
1592812800,9420.5,9480,9409.5,9458.5,124389423,153389473.55
1592827200,9458.5,9512,9450.5,9495,181962085,156613947.75
1592841600,9495,9659,9482,9567,323955101,158789232.8
1592856000,9567,9794.5,9567,9692,371475334,169815831.35
1592870400,9692,9724.5,9614.5,9656.5,176777469,167029163.5
1592884800,9656.5,9670.5,9621,9665.5,102238908,160830527.95
1592899200,9665.5,9665.5,9582.5,9636.5,205869044,165517430.7
1592913600,9636.5,9694,9616.5,9692,146259162,168627470.6
1592928000,9692,9692.5,9643,9643.5,104516223,157955993
1592942400,9643.5,9663,9580,9624,149195024,158408940
1592956800,9624,9668.5,9615,9649,81768982,158089293.2
1592971200,9649,9668,9485,9503.5,310081114,164124534.95
1592985600,9503.5,9539,9262,9308,524040218,185630359.4
1593000000,9308,9406,9200,9231.5,527658852,206614694
1593014400,9231.5,9322.5,9226,9285,215539106,213752634.4
1593028800,9285,9309,9217.5,9287,166702468,216823136.55
1593043200,9287,9290,8981,9076.5,495405829,234786255.4
1593057600,9076.5,9184,9073,9156,204694321,238433321
1593072000,9156,9320,9156,9248.5,266145814,243387333.5
1593086400,9248.5,9254.5,9154,9228,233070776,245587262.65
1593100800,9228,9289,9201.5,9276.5,150340807,246884831.85
1593115200,9276.5,9336.5,9203.5,9240,162223159,245897885.55
1593129600,9240,9286,9169.5,9237,129258493,236163055.15
1593144000,9237,9254.5,9068.5,9117,261540917,230666334.3
1593158400,9117,9245,9069.5,9171,344073961,239031158.9
1593172800,9171,9218,9025,9138,407807324,254309579.7
1593187200,9138,9170,9080.5,9158.5,140288959,251030575.45
1593201600,9158.5,9207.5,9142.5,9148.5,92371912,248336212.95
1593216000,9148.5,9174,9084.5,9150.5,110470177,248633910.65
1593230400,9150.5,9186,9126,9165.5,73971246,244872721.75
1593244800,9165.5,9181,9121.5,9156,90048313,245286688.3
1593259200,9156,9169.5,9106.5,9124,106246379,235094951.55
1593273600,9124,9132.5,8827,8917,446203415,231203111.4
1593288000,8917,9079,8885.5,8997.5,325542251,221097281.35
1593302400,8997.5,8999.5,8927.5,8959.5,103385220,215489587.05
1593316800,8959.5,9025,8943.5,9016.5,97834915,212046209.4
1593331200,9016.5,9067.5,8996,9038.5,123513697,193451602.8
1593345600,9038.5,9166,9016,9153,223812441,194407508.8
1593360000,9153,9185,9102,9108,111915017,186695968.95
1593374400,9108,9133,9070,9114.5,101894189,180137139.6
1593388800,9114.5,9136,9075.5,9086,114497729,178344985.7
1593403200,9086,9115,9051,9078,118411213,176154388.4
1593417600,9078,9124,9050,9078,150731261,177228026.8
1593432000,9078,9120.5,9013,9116,257465857,177024273.8
1593446400,9116,9175.5,9094.5,9154.5,172513128,168446232.15
1593460800,9154.5,9234.5,9150,9188,198394469,157975589.4
1593475200,9188,9198,9157.5,9161.5,75815289,154751905.9
1593489600,9161.5,9171,9110.5,9139.5,141755404,157221080.5
1593504000,9139.5,9163,9116.5,9143,86214921,156008317.7
1593518400,9143,9184,9040,9163,318668506,168243180.7
1593532800,9163,9171.5,9083,9132,113956771,169438603.6
1593547200,9132,9161.5,9121.5,9132.5,80240764,168138322.85
1593561600,9132.5,9139,9086.5,9132.5,116683145,151662309.35
1593576000,9132.5,9156.5,9129.5,9134,99953817,140382887.65
1593590400,9134,9191.5,9133.5,9155.5,147017030,142564478.15
1593604800,9155.5,9272,9137.5,9271.5,366438846,155994674.7
1593619200,9271.5,9296.5,9242.5,9244,163164626,157977221.15
1593633600,9244,9256,9215,9234.5,104893161,152031257.15
1593648000,9234.5,9259,9223,9237.5,66927120,149781862.3
1593662400,9237.5,9250.5,9171,9208.5,181210718,153747688.75
1593676800,9208.5,9212,9167,9189,112937653,153669684.95
1593691200,9189,9253.5,9002,9038.5,515838951,173541071.85
1593705600,9038.5,9068.5,8932,9046,405566453,186282831.45
1593720000,9046,9155,9030,9084.5,151609598,180990018.5
1593734400,9084.5,9117.5,9068,9091.5,79243640,176326544.1
1593748800,9091.5,9112,9073.5,9100,59665159,169390078.6
1593763200,9100,9122,9016,9092,145241860,172861407.15
1593777600,9092,9118,9078,9099.5,97406262,170643950.05
1593792000,9099.5,9108,9066,9079.5,71679969,169917202.45
1593806400,9079.5,9104,9037.5,9055.5,88061991,158386876.7
1593820800,9055.5,9090,9045.5,9078.5,76327308,156505403.55
1593835200,9078.5,9090,9070.5,9070.5,45910819,154788906.3
1593849600,9070.5,9082,9057,9058,54590394,151684268.75
1593864000,9058,9079,9039.5,9055,73170820,150345118.9
1593878400,9055,9196.5,9055,9132.5,294198373,157704186.05
1593892800,9132.5,9150,9121.5,9142,60566968,142410592.15
1593907200,9142,9143,9117,9125,46162820,136560501.85
1593921600,9125,9125,9035.5,9058.5,170010339,139816360.75
1593936000,9058.5,9060,8960,9031,186377746,145788892.05
1593950400,9031,9067.5,9000,9022.5,158564388,144656575.55
1593964800,9022.5,9045,9017,9029.5,63635456,142191465.7
1593979200,9029.5,9107,8906.5,9078,295257565,131162396.4
1593993600,9078,9120,9066,9089.5,123617607,117064954.1
1594008000,9089.5,9244.5,9085,9200.5,353505388,127159743.6
1594022400,9200.5,9230,9180,9228,110475207,128721321.95
1594036800,9228,9330,9199.5,9306.5,365952873,144035707.65
1594051200,9306.5,9357,9271.5,9294.5,204482605,146997744.9
1594065600,9294.5,9389,9264.5,9348,156514477,149953155.65
1594080000,9348,9388.5,9258,9298.5,192343025,155986308.45
1594094400,9298.5,9302,9240,9261.5,121261614,157646289.6
1594108800,9261.5,9272,9225,9268.5,138458875,160752867.95
1594123200,9268.5,9286,9234,9275,143639992,165639326.6
1594137600,9275,9280.5,9228,9236,96259865,167722800.15
1594152000,9236,9264.5,9202.5,9251,148574559,171492987.1
1594166400,9251,9319,9233.5,9304,174058353,165485986.1
1594180800,9304,9315,9256,9285.5,103905357,167652905.55
1594195200,9285.5,9312.5,9267.5,9312,136695388,172179533.95
1594209600,9312,9490,9286,9417.5,498042664,188581150.2
1594224000,9417.5,9449,9389,9436.5,121936291,185359077.45
1594238400,9436.5,9471,9422,9443,116924251,183277070.6
1594252800,9443,9443.5,9364.5,9385.5,154707694,187830682.5
1594267200,9385.5,9417,9379.5,9402,107035500,178419579.25
1594281600,9402,9402.5,9350,9399,112776342,177877516
1594296000,9399,9435,9161,9204.5,641751474,192289820.3
1594310400,9204.5,9232.5,9186,9216.5,180993560,195815737.95
1594324800,9216.5,9248,9213.5,9235.5,89959620,182016075.3
1594339200,9235.5,9236,9189.5,9215.5,98177614,176700825.75
1594353600,9215.5,9221,9114,9148.5,300636041,183906903.95
1594368000,9148.5,9197,9148.5,9157.5,107327859,179656145.65
1594382400,9157.5,9244.5,9155,9244,206449671,183915548.5
1594396800,9244,9247,9206,9227,79225731,180953891.3
1594411200,9227,9320,9211.5,9290.5,166680398,182105911.6
1594425600,9290.5,9302,9266,9266.5,76983373,181142087
1594440000,9266.5,9280,9256.5,9272.5,61412235,176783970.8
1594454400,9272.5,9272.5,9183,9201,158973615,176029733.9
1594468800,9201,9233.5,9197,9228,62702142,173969573.15
1594483200,9228,9249.5,9204,9204,62644309,170267019.2
1594497600,9204,9250,9202,9232,62597953,148494783.65
1594512000,9232,9299,9231.5,9275.5,123037675,148549852.85
1594526400,9275.5,9286,9253,9258,74337928,146420536.7
1594540800,9258,9273,9245.5,9248.5,61521110,141761207.5
1594555200,9248.5,9353,9183,9218.5,349862255,153902545.25
1594569600,9218.5,9235,9160,9218,106847879,153606122.1
1594584000,9218,9340,9217.5,9305,169735045,130005300.65
1594598400,9305,9322,9272.5,9277,96954875,125803366.4
1594612800,9277,9291,9246.5,9270.5,101340881,126372429.45
1594627200,9270.5,9315,9268.5,9309.5,134730966,128200097.05
1594641600,9309.5,9378.5,9281,9292.5,252968178,125816703.9
1594656000,9292.5,9318,9198,9226,247804509,132840536.4
1594670400,9226,9258,9213.5,9230,119199356,128478020.65
1594684800,9230,9235.5,9205.5,9213.5,75678146,128300641.4
1594699200,9213.5,9214,9142.5,9175.5,192012106,129567226.8
1594713600,9175.5,9237.5,9076,9235.5,265085985,138972357.4
1594728000,9235.5,9241,9184,9222.5,175330074,144668249.35
1594742400,9222.5,9272.5,9213,9270,129211460,143180141.6
1594756800,9270,9277,9240.5,9256.5,84437360,144266902.5
1594771200,9256.5,9273,9234.5,9236,62654495,144267411.8
1594785600,9236,9245,9225,9231,59296132,144102320.75
1594800000,9231,9248,9190,9214.5,158667253,145883799.65
1594814400,9214.5,9241.5,9186.5,9195,142748545,149304330.5
1594828800,9195,9211,9150,9168.5,185037971,155480173.55
1594843200,9168.5,9228,9168,9188,130231935,144498657.55
1594857600,9188,9213,9169,9187,74923359,142902431.55
1594872000,9187,9202,9058,9112,274342666,148132812.6
1594886400,9112,9124,9026.5,9069.5,256624858,156116311.75
1594900800,9069.5,9112,9052.5,9105.5,146686885,158383611.95
1594915200,9105.5,9146,9105,9113.5,101220035,156708065.4
1594929600,9113.5,9138.5,9092,9130.5,72928322,147706072.6
1594944000,9130.5,9133.5,9105,9108.5,58974337,138264564
1594958400,9108.5,9127,9080.5,9104,91127033,136860947.85
1594972800,9104,9132,9090,9130,88342609,137494171
1594987200,9130,9181,9130,9141,185822307,137184681.05
1595001600,9141,9161,9131,9159,53562893,126608526.45
1595016000,9159,9176.5,9143,9154,51043316,120394188.55
1595030400,9154,9161,9113.5,9132.5,72957054,117581468.25
1595044800,9132.5,9139,9128.5,9136,31599246,114939562.55
1595059200,9136,9228,9128,9163,175849613,120599318.45
1595073600,9163,9170.5,9160,9169.5,35546594,119411841.55
1595088000,9169.5,9207.5,9155,9164.5,106595447,116808251.25
1595102400,9164.5,9176.5,9162,9172.5,38997919,111620719.95
1595116800,9172.5,9178,9141.5,9151,63395565,105538599.65
1595131200,9151,9153,9140,9151.5,45143919,101284198.85
1595145600,9151.5,9154.5,9089,9121.5,134650486,104270555.2
1595160000,9121.5,9135,9112,9122,52866959,93196769.85
1595174400,9122,9172.5,9120,9163,80169160,84373984.95
1595188800,9163,9250,9153.5,9219,212969301,87688105.75
1595203200,9219,9228,9181,9190.5,91925636,87223385.8
1595217600,9190.5,9191,9172,9181,45977038,85875821.6
1595232000,9181,9195,9125,9155.5,154121919,90633200.7
1595246400,9155.5,9174,9144.5,9174,77993354,89976516.75
1595260800,9174,9209.5,9152,9158.5,96266945,90372733.55
1595275200,9158.5,9181.5,9145,9160,74034937,84783365.05
1595289600,9160,9195,9155.5,9175.5,56769921,84943716.45
1595304000,9175.5,9390,9175,9328.5,431169997,103950050.5
1595318400,9328.5,9358.5,9313,9351,175696687,109087032.15
1595332800,9351,9447,9335,9340.5,419791263,128496633
1595347200,9340.5,9393,9327.5,9359,114288752,125418589.95
1595361600,9359,9397,9358.5,9393,66355208,126959020.65
1595376000,9393,9400,9356.5,9367,104834349,126870965.75
1595390400,9367,9370,9290,9308.5,153525438,132597341.7
1595404800,9308.5,9356.5,9300,9352,113946534,135124890.15
1595419200,9352,9353,9322,9341.5,82871304,137011259.4
1595433600,9341.5,9388,9334.5,9372,88889026,134723186.4
1595448000,9372,9584,9365.5,9537.5,428095573,153484617.1
1595462400,9537.5,9548.5,9492.5,9513,142203360,156586327.1
1595476800,9513,9523.5,9483,9511,87297345,150302729.3
1595491200,9511,9544,9500,9520.5,103151332,150864014.1
1595505600,9520.5,9608,9452,9537.5,334098605,165270092.45
1595520000,9537.5,9692.5,9525,9602.5,435227678,179325380.4
1595534400,9602.5,9619,9581.5,9611.5,76357345,179243579.95
1595548800,9611.5,9612,9552,9567,103498191,179605142.25
1595563200,9567,9576,9477.5,9517,251947886,188500789.7
1595577600,9517,9564,9500.5,9540.5,115246758,191424631.55
1595592000,9540.5,9573.5,9514,9557.5,135088891,176620576.25
1595606400,9557.5,9598.5,9531.5,9590,145824047,175126944.25
1595620800,9590,9648.5,9525,9549,207283848,164501573.5
1595635200,9549,9624.5,9538,9593.5,119107038,164742487.8
1595649600,9593.5,9640,9577,9583.5,176675911,170258522.95
1595664000,9583.5,9618,9582.5,9588.5,73531769,168693393.95
1595678400,9588.5,9624,9569,9605,131530534,167593648.75
1595692800,9605,9725,9590,9691.5,308470392,177319841.65
1595707200,9691.5,9765,9682.5,9712,177841265,182068339.7
1595721600,9712,9712.5,9664,9694,96450038,182446390.3
1595736000,9694,9743.5,9679.5,9732,98753002,165979261.75
1595750400,9732,10272,9716.5,9994,940028877,205870537.6
1595764800,9994,10012.5,9843.5,9977,331475010,218079420.85
1595779200,9977,9993,9857,9873,215401408,223691924.65
1595793600,9873,9944,9857.5,9940.5,120658977,213019943.25
1595808000,9940.5,10380,9940,10288.5,656089415,224063030.1
1595822400,10288.5,10341,10165,10173.5,424981107,241494218.2
1595836800,10173.5,10361.5,10141,10281.5,428222273,257730422.3
1595851200,10281.5,10463,10243.5,10312.5,769491770,283607616.5
1595865600,10312.5,11000,10312,10814,1355036191,345597088.15
1595880000,10814,11431,10813.5,11063.5,1313917036,404538495.4
1595894400,11063.5,11270,10880.5,10999.5,594540457,426974315.9
1595908800,10999.5,11073.5,10854.5,10909.5,424983034,437859275.2
1595923200,10909.5,11037.5,10603,10993,854830588,474645452.7
1595937600,10993,11210,10931,11182,572168443,494420079.3
1595952000,11182,11195,10859.5,11009,566839556,519085468.65
1595966400,11009,11075.5,10900,10941.5,189406966,521979290.25
1595980800,10941.5,11019.5,10865,10994,179717869,515541664.1
1595995200,10994,11107.5,10951,11036.5,210311954,517165198.55
1596009600,11036.5,11165,10880,11115.5,362384666,530461929.95
1596024000,11115.5,11317.5,10916,11182,566061954,553827377.55
1596038400,11182,11297.5,11110,11210,354391689,524545518.15
1596052800,11210,11362.5,11063,11108.5,425247572,529234146.25
1596067200,11108.5,11127,10950.5,11000,259308647,531429508.2
1596081600,11000,11055,10910,10962,290969325,539945025.6
1596096000,10962,11018.5,10909,10944,171042789,515692694.3
1596110400,10944,11049,10845.5,11024.5,324975497,510692413.8
1596124800,11024.5,11149.5,10986.5,11130.5,231279405,500845270.4
1596139200,11130.5,11198,11099,11127.5,222505453,473495954.55
1596153600,11127.5,11155,10970.5,10989.5,247413040,418114797
1596168000,10989.5,11176.5,10989.5,11162.5,218326199,363335255.15
1596182400,11162.5,11248,11118,11238,248422539,346029359.25
1596196800,11238,11412,11135.5,11370.5,497449068,349652660.95
1596211200,11370.5,11470,11234,11324,513994226,332610842.85
1596225600,11324,11455,11308.5,11361,338501056,320927473.5
1596240000,11361,11422.5,11246,11388,236943061,304432648.75
1596254400,11388,11779.5,11353.5,11680,621396615,326032131.2
1596268800,11680,11749,11566,11663.5,281805818,331136528.65
1596283200,11663.5,11706.5,11487.5,11647.5,384769611,339859411.5
1596297600,11647.5,11903,11591,11800,549061454,349193250.9
1596312000,11800,11908.5,11717.5,11827.5,401737955,340977050.95
1596326400,11827.5,12037,11750.5,12036,360994011,341307167.05
1596340800,12036,12163.5,10560,11338,1521082028,396098889.85
1596355200,11338,11346,10942.5,11109.5,575942601,411930587.55
1596369600,11109.5,11188,10961,11100.5,393250382,417044640.4
1596384000,11100.5,11295,11091,11200,325922537,424788627.8
1596398400,11200,11222,10931,11072,301987733,423639239.6
1596412800,11072,11215.5,10931,11139,251410032,424645770.95
1596427200,11139,11250,11130,11210,130000688,420020532.7
1596441600,11210,11253.5,11141,11242,143729032,414836332.3
1596456000,11242,11395,11216,11394.5,306760761,419258060.4
1596470400,11394.5,11484.5,11340.5,11422,312598497,422466858.3
1596484800,11422,11430,11148,11244,391757345,417182272.15
1596499200,11244,11429,11235,11273.5,235759652,403270543.45
1596513600,11273.5,11335,11214,11303.5,137600478,393225514.55
1596528000,11303.5,11327,11033,11120.5,413844407,402070581.85
1596542400,11120.5,11227.5,10981.5,11214,422511046,392126303.4
1596556800,11214,11274.5,11148,11230.5,163737068,386222865.9
1596571200,11230.5,11277,11158.5,11188,178188840,375893827.35
1596585600,11188,11239,11042,11239,165489974,356715253.35
1596600000,11239,11325,11229,11279.5,135052476,343380979.4
1596614400,11279.5,11465,11279,11453,309599253,340811241.5
1596628800,11453,11704,11406.5,11675.5,661999553,297857117.75
1596643200,11675.5,11725,11621.5,11668.5,226093751,280364675.25
1596657600,11668.5,11800,11538,11765.5,402693270,280836819.65
1596672000,11765.5,11818,11614,11664,253594787,277220432.15
1596686400,11664,11683.5,11583.5,11651,205870393,272414565.15
1596700800,11651,11761.5,11650,11703.5,201487934,269918460.25
1596715200,11703.5,11884.5,11703.5,11853,371658140,282001332.85
1596729600,11853,11924,11792.5,11872.5,342513883,291940575.4
1596744000,11872.5,11888.5,11634,11768.5,324808037,292842939.2
1596758400,11768.5,11919,11750,11839,223910919,288408560.3
1596772800,11839,11849,11728,11793,220718416,279856613.85
1596787200,11793,11853,11680,11759.5,252117829,280674522.7
1596801600,11759.5,11774.5,11533.5,11652.5,542224613,300905729.45
1596816000,11652.5,11665,11330,11497,600632940,310245156.1
1596830400,11497,11637,11490,11600,208794899,299559348.75
1596844800,11600,11656.5,11538,11551,171897450,299967367.85
1596859200,11551,11630,11530,11600.5,112489620,296682406.85
1596873600,11600.5,11805,11579,11789.5,269959919,301905904.1
1596888000,11789.5,11822,11727,11757.5,179411703,304123865.45
1596902400,11757.5,11776,11606,11721,214974644,299392635
1596916800,11721,11790.5,11685,11773,139172930,273251303.85
1596931200,11773,11821.5,11684,11754.5,169069992,270400115.9
1596945600,11754.5,11754.5,11645.5,11714.5,128252033,256678054.05
1596960000,11714.5,11727,11619.5,11689.5,135038379,250750233.65
1596974400,11689.5,11690,11552.5,11580,245439518,252728689.9
1596988800,11580,11664,11532.5,11635,182233339,251765960.15
1597003200,11635,11709.5,11635,11691,155336705,240949888.4
1597017600,11691,12101.5,11691,12061.5,630181155,255333252
1597032000,12061.5,12110,11965,12000,245942116,251389955.95
1597046400,12000,12027.5,11435.5,11744,600340952,270211457.6
1597060800,11744,11980,11726.5,11941.5,473750511,282863062.35
1597075200,11941.5,11968,11810,11880,257000785,283107210.15
1597089600,11880,11900.5,11769.5,11900.5,203997055,266195832.25
1597104000,11900.5,11949.5,11813.5,11843.5,201252677,246226819.1
1597118400,11843.5,11868,11715,11761.5,266012404,249087694.35
1597132800,11761.5,11777.5,11658,11749.5,283457814,254665712.55
1597147200,11749.5,11750,11314,11491.5,788269756,288454719.35
1597161600,11491.5,11556.5,11256,11394,652535892,307583518
1597176000,11394,11416,11125,11383,624562435,329841054.6
1597190400,11383,11412,11220.5,11386,292491705,333716907.65
1597204800,11386,11474,11078.5,11450,366055211,345061021.7
1597219200,11450,11530.5,11429.5,11465,260437824,349629413.3
1597233600,11465,11619.5,11435,11584.5,273180383,356875830.8
1597248000,11584.5,11615,11491,11582,206294190,360438621.35
1597262400,11582,11601,11504,11570.5,118036173,354068454.1
1597276800,11570.5,11667,11524.5,11582.5,234677094,356690641.85
1597291200,11582.5,11600,11518.5,11532.5,122085170,355028065.1
1597305600,11532.5,11636,11270.5,11565,665435330,356790773.85
1597320000,11565,11600,11390,11510,312278405,360107588.3
1597334400,11510,11547,11460,11524,128849698,336533025.6
1597348800,11524,11820,11523.5,11805,472445685,336467784.3
1597363200,11805,11853,11684,11756,230222941,335128892.1
1597377600,11756,11785.5,11676.5,11728.5,150033807,332430729.7
1597392000,11728.5,11798,11690,11787,169265952,330831393.45
1597406400,11787,11787,11658.5,11755.5,205834062,327822476.35
1597420800,11755.5,11868.5,11726,11823,243007024,325799936.85
1597435200,11823,11840,11706,11777,136604906,293216694.35
1597449600,11777,12013,11776.5,11914,315139352,276346867.35
1597464000,11914,11950,11841,11913.5,131515091,251694500.15
1597478400,11913.5,11957,11841.5,11860.5,188732571,246506543.45
1597492800,11860.5,11911.5,11690.5,11869.5,317752261,244091395.95
1597507200,11869.5,11916,11840,11848.5,122864661,237212737.8
1597521600,11848.5,11998,11752,11864.5,300556761,238581556.7
1597536000,11864.5,11940,11781,11940,155235062,236028600.3
1597550400,11940,11941,11875.5,11888,95074944,234880538.85
1597564800,11888,11894.5,11714.5,11766.5,295872207,237940294.5
1597579200,11766.5,11886.5,11700,11875,277285993,245700335.65
