time,open,high,low,close,Plot,Plot,Volume,Volume MA
1468094400,11.0431,11.0741,10.9265,10.9565,11.4389,10.7807,0,0
1468108800,10.9565,10.9655,10.8057,10.8057,11.4389,10.7807,0,0
1468123200,10.8057,10.8476,10.7987,10.8239,11.4389,10.7807,0,0
1468137600,10.8239,10.9928,10.8141,10.9875,11.4389,10.7807,0,0
1468152000,10.9875,11.0035,10.8846,10.9358,11.4389,10.7807,0,0
1468166400,10.9358,11.001,10.9139,10.9241,11.4389,10.7807,0,0
1468180800,10.9241,10.9469,10.8265,10.9469,11.4389,10.7807,0,0
1468195200,10.9469,10.988,10.9171,10.9767,11.4389,10.7807,0,0
1468209600,10.9767,10.988,10.6735,10.6735,11.4389,10.7807,0,0
1468224000,10.6735,10.7021,10.3117,10.3117,11.4389,10.7807,0,0
1468238400,10.3117,10.5791,10.3117,10.4192,11.4389,10.7807,0,0
1468252800,10.4192,10.4959,10.3988,10.4959,11.4389,10.7807,0,0
1468267200,10.4959,10.5876,10.4507,10.4919,11.4389,10.7807,0,0
1468281600,10.4919,10.4919,10.4321,10.4774,11.4389,10.7807,0,0
1468296000,10.4774,10.603,10.467,10.603,10.603,10.3117,0,0
1468310400,10.603,10.7611,10.603,10.7545,10.7611,10.3117,0,0
1468324800,10.7545,10.7545,10.6406,10.6794,10.7611,10.3117,0,0
1468339200,10.6794,10.7562,10.5059,10.545,10.7611,10.3117,0,0
1468353600,10.545,10.5609,10.4567,10.5601,10.7611,10.3117,0,0
1468368000,10.5601,10.5895,10.5017,10.5794,10.7611,10.3117,0,0
1468382400,10.5794,10.5794,10.4683,10.5181,10.7611,10.3117,0,0
1468396800,10.5181,10.5444,10.4598,10.5297,10.7611,10.3117,0,0
1468411200,10.5297,10.5631,10.4929,10.4946,10.7611,10.3117,0,0
1468425600,10.4946,10.5091,10.432,10.432,10.7611,10.3117,0,0
1468440000,10.432,10.5038,10.4228,10.4665,10.7611,10.3117,0,0
1468454400,10.4665,11.1106,10.4665,10.9353,10.7611,10.3117,0,0
1468468800,10.9353,11.251,10.8652,11.106,10.7611,10.3117,0,0
1468483200,11.106,11.1363,10.9839,11.061,10.7611,10.3117,0,0
1468497600,11.061,11.061,10.8868,10.9744,10.7611,10.3117,0,0
1468512000,10.9744,11.3312,10.9744,11.3312,10.7611,10.3117,0,0
1468526400,11.3312,11.6589,11.3312,11.594,10.7611,10.3117,0,0
1468540800,11.594,11.829,11.503,11.829,10.7611,10.3117,0,0
1468555200,11.829,12.0079,11.7793,12.0079,10.7611,10.3117,0,0
1468569600,12.0079,12.4043,11.9835,11.9835,10.7611,10.3117,0,0
1468584000,11.9835,12.1634,11.9378,12.0331,10.7611,10.3117,0,0
1468598400,12.0331,12.221,12.0306,12.221,10.7611,10.3117,0,0
1468612800,12.221,12.2989,11.9356,11.9356,10.7611,10.3117,0,0
1468627200,11.9356,11.9516,11.7424,11.9146,10.7611,10.3117,0,0
1468641600,11.9146,11.9359,11.7671,11.7928,12.2989,11.7424,0,0
1468656000,11.7928,11.8097,11.7133,11.8009,12.2989,11.7133,0,0
1468670400,11.8009,11.8009,11.7233,11.7633,12.2989,11.7133,0,0
1468684800,11.7633,11.8976,11.7525,11.8708,12.2989,11.7133,0,0
1468699200,11.8708,11.8822,11.6311,11.6311,12.2989,11.7133,0,0
1468713600,11.6311,11.6563,11.4821,11.5333,12.2989,11.7133,0,0
1468728000,11.5333,11.5333,11.1568,11.2966,12.2989,11.7133,0,0
1468742400,11.2966,11.3953,11.2966,11.3829,12.2989,11.7133,0,0
1468756800,11.3829,11.4121,11.3076,11.331,12.2989,11.7133,0,0
1468771200,11.331,11.331,11.0853,11.0853,12.2989,11.7133,0,0
1468785600,11.0853,11.3108,11.0334,11.1934,12.2989,11.7133,0,0
1468800000,11.1934,11.5342,11.1934,11.3791,12.2989,11.7133,0,0
1468814400,11.3791,11.5675,11.3791,11.5351,12.2989,11.7133,0,0
1468828800,11.5351,11.6052,11.4736,11.4736,12.2989,11.7133,0,0
1468843200,11.4736,11.5266,11.3716,11.3716,12.2989,11.7133,0,0
1468857600,11.3716,11.3716,11.2121,11.2416,11.6052,11.1934,0,0
1468872000,11.2416,11.272,10.9925,11.013,11.6052,11.1934,0,0
1468886400,11.013,11.1213,11.013,11.0893,11.6052,11.1934,0,0
1468900800,11.0893,11.3595,11.0893,11.3102,11.6052,11.1934,0,0
1468915200,11.3102,11.3137,11.1616,11.1616,11.6052,11.1934,0,0
1468929600,11.1616,11.2102,11.0895,11.1439,11.6052,11.1934,0,0
1468944000,11.1439,11.8564,11.1439,11.8564,11.6052,11.1934,0,0
1468958400,11.8564,11.9301,11.6916,11.7021,11.6052,11.1934,0,0
1468972800,11.7021,11.713,11.5881,11.713,11.6052,11.1934,0,0
1468987200,11.713,11.897,11.6691,11.6691,11.6052,11.1934,0,0
1469001600,11.6691,12.2579,11.6691,12.2579,11.6052,11.1934,0,0
1469016000,12.2579,12.9914,12.1655,12.3547,11.6052,11.1934,0,0
1469030400,12.3547,12.8366,12.234,12.8366,11.6052,11.1934,0,0
1469044800,12.8366,12.8366,12.4567,12.4567,11.6052,11.1934,0,0
1469059200,12.4567,12.5768,12.382,12.382,11.6052,11.1934,0,0
1469073600,12.382,12.522,12.3095,12.522,11.6052,11.1934,0,0
1469088000,12.522,12.5636,12.3364,12.3392,12.8366,12.234,0,0
1469102400,12.3392,12.3538,12.1465,12.2358,12.8366,12.1465,0,0
1469116800,12.2358,12.4982,12.1809,12.4982,12.8366,12.1465,0,0
1469131200,12.4982,12.7084,12.4982,12.6198,12.8366,12.1465,0,0
1469145600,12.6198,12.7096,12.6138,12.6138,12.8366,12.1465,0,0
1469160000,12.6138,12.8421,12.6138,12.7906,12.8421,12.1465,0,0
1469174400,12.7906,13.5151,12.7906,13.5151,12.8421,12.1465,0,0
1469188800,13.5151,13.8902,13.5151,13.7979,12.8421,12.1465,0,0
1469203200,13.7979,14.4341,13.7805,14.4341,12.8421,12.1465,0,0
1469217600,14.4341,14.8134,14.3383,14.7731,12.8421,12.1465,0,0
1469232000,14.7731,14.8901,14.5683,14.599,12.8421,12.1465,0,0
1469246400,14.599,14.599,14.1688,14.4689,12.8421,12.1465,0,0
1469260800,14.4689,14.6489,14.4689,14.5129,12.8421,12.1465,0,0
1469275200,14.5129,14.5575,14.2806,14.2806,12.8421,12.1465,0,0
1469289600,14.2806,14.405,14.1437,14.405,12.8421,12.1465,0,0
1469304000,14.405,14.4617,14.2512,14.3228,14.6489,14.1437,0,0
1469318400,14.3228,14.3228,14.1632,14.1929,14.6489,14.1437,0,0
1469332800,14.1929,14.413,13.6696,13.6696,14.6489,14.1437,0,0
1469347200,13.6696,14.0239,13.3075,13.3468,14.6489,14.1437,0,0
1469361600,13.3468,13.3468,12.9587,13.035,14.6489,14.1437,0,0
1469376000,13.035,13.0991,12.5398,12.9822,14.6489,14.1437,0,0
1469390400,12.9822,13.0494,12.6894,12.7258,14.6489,14.1437,0,0
1469404800,12.7258,13.4567,12.7258,13.3221,14.6489,14.1437,0,0
1469419200,13.3221,13.6567,13.2978,13.624,14.6489,14.1437,0,0
1469433600,13.624,13.624,13.3499,13.3499,14.6489,14.1437,0,0
1469448000,13.3499,13.4042,13.1795,13.2674,13.6567,12.6894,0,0
1469462400,13.2674,13.3179,13.2237,13.2876,13.6567,12.6894,0,0
1469476800,13.2876,13.8349,13.2799,13.8349,13.8349,12.6894,0,0
1469491200,13.8349,13.8511,13.6656,13.6885,13.8349,12.6894,0,0
1469505600,13.6885,13.7508,13.4741,13.4741,13.8349,12.6894,0,0
1469520000,13.4741,13.4741,12.5577,12.5577,13.8349,12.6894,0,0
1469534400,12.5577,12.6933,12.0634,12.5613,13.8349,12.6894,0,0
1469548800,12.5613,12.5613,12.1899,12.2028,13.8349,12.6894,0,0
1469563200,12.2028,12.3156,11.9208,11.9208,13.8349,12.6894,0,0
1469577600,11.9208,12.3589,11.9031,12.3589,13.8349,12.6894,0,0
1469592000,12.3589,12.5478,12.1805,12.4107,13.8349,12.6894,0,0
1469606400,12.4107,13.2285,12.3211,12.9601,13.8349,12.6894,0,0
1469620800,12.9601,12.9601,12.6704,12.8919,13.8349,12.6894,0,0
1469635200,12.8919,13.1301,12.8205,13.0425,13.8349,12.6894,0,0
1469649600,13.0425,13.1565,13.0095,13.0095,13.2285,12.1805,0,0
1469664000,13.0095,13.0095,12.7695,12.9503,13.2285,12.1805,0,0
1469678400,12.9503,12.9503,12.6842,12.6842,13.2285,12.1805,0,0
1469692800,12.6842,12.6842,12.5361,12.6481,13.2285,12.1805,0,0
1469707200,12.6481,12.7133,12.5171,12.6884,13.2285,12.1805,0,0
1469721600,12.6884,12.9064,12.6383,12.8662,13.2285,12.1805,0,0
1469736000,12.8662,12.9567,12.8441,12.8503,13.2285,12.1805,0,0
1469750400,12.8503,12.8503,12.7191,12.7261,13.2285,12.1805,0,0
1469764800,12.7261,12.7261,12.6118,12.6559,13.2285,12.1805,0,0
1469779200,12.6559,12.7453,12.609,12.609,13.2285,12.1805,0,0
1469793600,12.609,12.6709,12.5889,12.6291,13.2285,12.1805,0,0
1469808000,12.6291,12.7774,12.6291,12.7774,13.2285,12.1805,0,0
1469822400,12.7774,12.8706,12.7161,12.8567,13.2285,12.1805,0,0
1469836800,12.8567,12.8567,12.7408,12.7481,13.2285,12.1805,0,0
1469851200,12.7481,12.7481,12.6809,12.6898,13.2285,12.1805,0,0
1469865600,12.6898,12.6898,12.6085,12.6354,13.2285,12.1805,0,0
1469880000,12.6354,12.7149,12.6354,12.6848,13.2285,12.1805,0,0
1469894400,12.6848,12.727,12.6103,12.6103,13.2285,12.1805,0,0
1469908800,12.6103,12.6142,12.5098,12.5098,13.2285,12.1805,0,0
1469923200,12.5098,12.5098,12.3764,12.4012,13.2285,12.1805,0,0
1469937600,12.4012,12.4833,12.3689,12.383,13.2285,12.1805,0,0
1469952000,12.383,12.3911,12.2862,12.3294,13.2285,12.1805,0,0
1469966400,12.3294,12.3294,11.7856,11.794,13.2285,12.1805,0,0
1469980800,11.794,11.9054,11.5865,11.7757,13.2285,12.1805,0,0
1469995200,11.7757,12.0943,11.7757,11.8824,13.2285,12.1805,0,0
1470009600,11.8824,12.0137,11.8019,11.8221,13.2285,12.1805,0,0
1470024000,11.8221,11.8221,11.4469,11.4469,13.2285,12.1805,0,0
1470038400,11.4469,11.5248,11.4147,11.5215,13.2285,12.1805,0,0
1470052800,11.5215,11.6376,11.4978,11.5675,13.2285,12.1805,0,0
1470067200,11.5675,11.6011,11.4328,11.4328,13.2285,12.1805,0,0
1470081600,11.4328,11.4689,11.0284,11.0284,13.2285,12.1805,0,0
1470096000,11.0284,11.1372,10.7647,10.8068,13.2285,12.1805,0,0
1470110400,10.8068,10.8068,10.1922,10.513,13.2285,12.1805,0,0
1470124800,10.513,10.7906,10.3202,10.6011,13.2285,12.1805,0,0
1470139200,10.6011,10.6743,10.4995,10.4995,13.2285,12.1805,0,0
1470153600,10.4995,10.4995,9.61379,9.61379,13.2285,12.1805,0,0
1470168000,9.61379,9.61379,8.38846,8.69956,13.2285,12.1805,0,0
1470182400,8.69956,9.55437,8.69956,9.55437,13.2285,12.1805,0,0
1470196800,9.55437,9.76925,9.54785,9.6747,13.2285,12.1805,0,0
1470211200,9.6747,9.6747,9.33637,9.56905,13.2285,12.1805,0,0
1470225600,9.56905,9.97259,9.52305,9.59301,13.2285,12.1805,0,0
1470240000,9.59301,10.0553,9.44587,10.0553,10.0553,8.69956,0,0
1470254400,10.0553,10.4157,10.024,10.2206,10.4157,8.69956,0,0
1470268800,10.2206,10.5763,10.1977,10.5183,10.5763,8.69956,0,0
1470283200,10.5183,10.5756,10.4025,10.4163,10.5763,8.69956,0,0
1470297600,10.4163,10.8341,10.3208,10.8341,10.5763,8.69956,0,0
1470312000,10.8341,11.2114,10.8341,11.1946,10.5763,8.69956,0,0
1470326400,11.1946,11.2571,10.8172,10.9107,10.5763,8.69956,0,0
1470340800,10.9107,11.1705,10.9107,11.1484,10.5763,8.69956,0,0
1470355200,11.1484,11.1484,10.8928,10.8928,10.5763,8.69956,0,0
1470369600,10.8928,10.9442,10.8465,10.8465,10.5763,8.69956,0,0
1470384000,10.8465,10.9549,10.7802,10.9549,10.5763,8.69956,0,0
1470398400,10.9549,11.1764,10.9549,11.0294,11.1764,10.7802,0,0
1470412800,11.0294,11.0822,10.9393,10.9393,11.1764,10.7802,0,0
1470427200,10.9393,10.9801,10.9393,10.9575,11.1764,10.7802,0,0
1470441600,10.9575,10.9575,10.8361,10.8802,11.1764,10.7802,0,0
1470456000,10.8802,10.8893,10.715,10.715,11.1764,10.7802,0,0
1470470400,10.715,10.715,10.4416,10.4531,11.1764,10.7802,0,0
1470484800,10.4531,10.619,10.3861,10.619,11.1764,10.7802,0,0
1470499200,10.619,10.8749,10.6014,10.8401,11.1764,10.7802,0,0
1470513600,10.8401,10.9303,10.7436,10.9303,11.1764,10.7802,0,0
1470528000,10.9303,10.9494,10.8402,10.9494,11.1764,10.7802,0,0
1470542400,10.9494,11.0597,10.8906,11.0071,11.1764,10.7802,0,0
1470556800,11.0071,11.0551,10.9632,11.0551,11.0597,10.6014,0,0
1470571200,11.0551,11.0819,10.9285,11.0205,11.0597,10.6014,0,0
1470585600,11.0205,11.0205,10.7898,10.8174,11.0597,10.6014,0,0
1470600000,10.8174,10.9926,10.8174,10.9725,11.0597,10.6014,0,0
1470614400,10.9725,11.0279,10.8897,10.9736,11.0597,10.6014,0,0
1470628800,10.9736,11.0034,10.8861,10.9092,11.0597,10.6014,0,0
1470643200,10.9092,10.9863,10.9092,10.9863,11.0279,10.7898,0,0
1470657600,10.9863,11.0411,10.9721,11,11.0411,10.7898,0,0
1470672000,11,11.006,10.9628,10.9889,11.0411,10.7898,0,0
1470686400,10.9889,11.3077,10.9889,11.3077,11.0411,10.7898,0,0
1470700800,11.3077,11.3253,11.209,11.2299,11.0411,10.7898,0,0
1470715200,11.2299,11.3463,11.2299,11.3294,11.0411,10.7898,0,0
1470729600,11.3294,11.7737,11.3253,11.7737,11.0411,10.7898,0,0
1470744000,11.7737,12.0768,11.7166,12.0768,11.0411,10.7898,0,0
1470758400,12.0768,12.4386,12.0062,12.1466,11.0411,10.7898,0,0
1470772800,12.1466,12.2895,12.0042,12.252,11.0411,10.7898,0,0
1470787200,12.252,12.252,12.0125,12.2329,11.0411,10.7898,0,0
1470801600,12.2329,12.4393,12.2329,12.4393,11.0411,10.7898,0,0
1470816000,12.4393,12.4393,12.2916,12.3412,11.0411,10.7898,0,0
1470830400,12.3412,12.3412,12.1461,12.1494,11.0411,10.7898,0,0
1470844800,12.1494,12.1891,12.0848,12.153,11.0411,10.7898,0,0
1470859200,12.153,12.2558,12.0878,12.2558,11.0411,10.7898,0,0
1470873600,12.2558,12.2558,12.0879,12.0879,12.4393,12.0848,0,0
1470888000,12.0879,12.114,11.9661,11.9661,12.4393,12.0848,0,0
1470902400,11.9661,11.9661,11.6606,11.6961,12.4393,12.0848,0,0
1470916800,11.6961,11.8947,11.6961,11.8311,12.4393,12.0848,0,0
1470931200,11.8311,11.8482,11.67,11.7004,12.4393,12.0848,0,0
1470945600,11.7004,11.7308,11.651,11.6619,12.4393,12.0848,0,0
1470960000,11.6619,11.7616,11.648,11.6733,12.4393,12.0848,0,0
1470974400,11.6733,12.0416,11.6632,12.0416,12.4393,12.0848,0,0
1470988800,12.0416,12.0416,11.9316,11.9316,12.4393,12.0848,0,0
1471003200,11.9316,11.9683,11.7531,11.7531,12.4393,12.0848,0,0
1471017600,11.7531,11.8003,11.712,11.7969,12.4393,12.0848,0,0
1471032000,11.7969,11.7969,11.7347,11.7736,12.0416,11.6632,0,0
1471046400,11.7736,11.7911,11.7279,11.7279,12.0416,11.6632,0,0
1471060800,11.7279,11.7439,11.6524,11.7439,12.0416,11.6524,0,0
1471075200,11.7439,11.7648,11.7163,11.7617,12.0416,11.6524,0,0
1471089600,11.7617,11.7704,11.6775,11.6775,12.0416,11.6524,0,0
1471104000,11.6775,11.6775,11.5263,11.5414,12.0416,11.6524,0,0
1471118400,11.5414,11.5811,11.5238,11.5596,12.0416,11.6524,0,0
1471132800,11.5596,11.5974,11.5596,11.5746,12.0416,11.6524,0,0
1471147200,11.5746,11.668,11.5746,11.668,12.0416,11.6524,0,0
1471161600,11.668,11.6942,11.6584,11.6757,12.0416,11.6524,0,0
1471176000,11.6757,11.6757,11.3688,11.3823,12.0416,11.6524,0,0
1471190400,11.3823,11.3823,11.183,11.183,12.0416,11.6524,0,0
1471204800,11.183,11.2248,11.1252,11.1984,12.0416,11.6524,0,0
1471219200,11.1984,11.273,11.1984,11.273,12.0416,11.6524,0,0
1471233600,11.273,11.3075,11.273,11.3043,12.0416,11.6524,0,0
1471248000,11.3043,11.3064,11.1575,11.1575,12.0416,11.6524,0,0
1471262400,11.1575,11.2152,11.0732,11.0732,12.0416,11.6524,0,0
1471276800,11.0732,11.0736,11.0081,11.0736,12.0416,11.6524,0,0
1471291200,11.0736,11.2197,11.0736,11.2197,12.0416,11.6524,0,0
1471305600,11.2197,11.2373,11.1544,11.1544,12.0416,11.6524,0,0
1471320000,11.1544,11.1816,11.1479,11.1816,12.0416,11.6524,0,0
1471334400,11.1816,11.1964,11.0696,11.0696,12.0416,11.6524,0,0
1471348800,11.0696,11.1614,11.0131,11.1614,11.2373,11.0131,0,0
1471363200,11.1614,11.1949,11.1383,11.1608,11.2373,11.0131,0,0
1471377600,11.1608,11.1816,11.1608,11.1701,11.2373,11.0131,0,0
1471392000,11.1701,11.1701,11.0802,11.0802,11.2373,11.0131,0,0
1471406400,11.0802,11.1213,11.0633,11.0879,11.2373,11.0131,0,0
1471420800,11.0879,11.1367,11.0439,11.0439,11.2373,11.0131,0,0
1471435200,11.0439,11.0455,10.9758,10.9758,11.2373,11.0131,0,0
1471449600,10.9758,10.9758,10.7969,10.8002,11.2373,11.0131,0,0
1471464000,10.8002,10.804,10.7562,10.7594,11.2373,11.0131,0,0
1471478400,10.7594,10.9204,10.754,10.8783,11.2373,11.0131,0,0
1471492800,10.8783,10.9882,10.8665,10.9882,11.2373,11.0131,0,0
1471507200,10.9882,11.0067,10.9304,10.9783,11.2373,11.0131,0,0
1471521600,10.9783,10.9821,10.9268,10.9404,11.2373,11.0131,0,0
1471536000,10.9404,10.952,10.8445,10.8463,11.2373,11.0131,0,0
1471550400,10.8463,10.8463,10.7544,10.7544,11.0067,10.7544,0,0
1471564800,10.7544,10.7801,10.7544,10.7566,11.0067,10.7544,0,0
1471579200,10.7566,10.7732,10.7344,10.756,11.0067,10.7544,0,0
1471593600,10.756,10.789,10.7441,10.789,11.0067,10.7544,0,0
1471608000,10.789,10.7999,10.7772,10.7851,11.0067,10.7544,0,0
1471622400,10.7851,10.7951,10.7575,10.7607,11.0067,10.7544,0,0
1471636800,10.7607,10.77,10.7428,10.7614,11.0067,10.7544,0,0
1471651200,10.7614,11.0493,10.7501,11.0264,11.0067,10.7544,0,0
1471665600,11.0264,11.0938,11.0132,11.0132,11.0067,10.7544,0,0
1471680000,11.0132,11.1174,11.0132,11.1154,11.0067,10.7544,0,0
1471694400,11.1154,11.1904,11.102,11.1904,11.0067,10.7544,0,0
1471708800,11.1904,11.286,11.1904,11.2099,11.0067,10.7544,0,0
1471723200,11.2099,11.2946,11.198,11.2946,11.0067,10.7544,0,0
1471737600,11.2946,11.2946,11.1853,11.1967,11.0067,10.7544,0,0
1471752000,11.1967,11.1967,11.021,11.0432,11.0067,10.7544,0,0
1471766400,11.0432,11.0712,11.0432,11.0628,11.0067,10.7544,0,0
1471780800,11.0628,11.0936,11.0628,11.0936,11.0067,10.7544,0,0
1471795200,11.0936,11.1157,11.0765,11.1157,11.2946,11.021,0,0
1471809600,11.1157,11.1651,11.107,11.1651,11.2946,11.021,0,0
1471824000,11.1651,11.2658,11.1651,11.265,11.2946,11.021,0,0
1471838400,11.265,11.265,11.197,11.2143,11.2946,11.021,0,0
1471852800,11.2143,11.2232,11.2081,11.2211,11.2946,11.021,0,0
1471867200,11.2211,11.2705,11.2029,11.2548,11.2946,11.021,0,0
1471881600,11.2548,11.3408,11.2445,11.2445,11.2946,11.021,0,0
1471896000,11.2445,11.2445,11.0862,11.1132,11.2946,11.021,0,0
1471910400,11.1132,11.2229,11.1132,11.1885,11.2946,11.021,0,0
1471924800,11.1885,11.2269,11.1849,11.208,11.2946,11.021,0,0
1471939200,11.208,11.208,11.0631,11.0631,11.2946,11.021,0,0
1471953600,11.0631,11.0683,11.0018,11.0018,11.2946,11.021,0,0
1471968000,11.0018,11.0043,10.9037,10.9037,11.2946,11.021,0,0
1471982400,10.9037,11.025,10.9037,11.025,11.2946,11.021,0,0
1471996800,11.025,11.1538,11.025,11.0838,11.2946,11.021,0,0
1472011200,11.0838,11.1124,11.0496,11.0779,11.2946,11.021,0,0
1472025600,11.0779,11.1166,11.0728,11.1166,11.2946,11.021,0,0
1472040000,11.1166,11.1166,11.0562,11.0792,11.1538,10.9037,0,0
1472054400,11.0792,11.0792,11.0307,11.043,11.1538,10.9037,0,0
1472068800,11.043,11.043,11.0215,11.0329,11.1538,10.9037,0,0
1472083200,11.0329,11.1022,11.0302,11.1022,11.1538,10.9037,0,0
1472097600,11.1022,11.1999,11.0886,11.1419,11.1538,10.9037,0,0
1472112000,11.1419,11.2979,11.1419,11.2439,11.1538,10.9037,0,0
1472126400,11.2439,11.2824,11.2189,11.2728,11.1538,10.9037,0,0
1472140800,11.2728,11.2728,11.2069,11.2674,11.1538,10.9037,0,0
1472155200,11.2674,11.3676,11.2379,11.3676,11.1538,10.9037,0,0
1472169600,11.3676,11.4431,11.3524,11.3765,11.1538,10.9037,0,0
1472184000,11.3765,11.4065,11.2923,11.305,11.1538,10.9037,0,0
1472198400,11.305,11.3614,11.305,11.3248,11.1538,10.9037,0,0
1472212800,11.3248,11.3248,11.2208,11.2847,11.1538,10.9037,0,0
1472227200,11.2847,11.3245,11.261,11.2737,11.1538,10.9037,0,0
1472241600,11.2737,11.3001,11.2737,11.2959,11.4065,11.2208,0,0
1472256000,11.2959,11.2959,11.2366,11.2366,11.4065,11.2208,0,0
1472270400,11.2366,11.2545,11.2273,11.229,11.4065,11.2208,0,0
1472284800,11.229,11.2321,11.204,11.2321,11.4065,11.2208,0,0
1472299200,11.2321,11.2434,11.1907,11.1907,11.4065,11.2208,0,0
1472313600,11.1907,11.2367,11.188,11.2038,11.4065,11.2208,0,0
1472328000,11.2038,11.2166,11.1753,11.1753,11.4065,11.2208,0,0
1472342400,11.1753,11.1753,11.1054,11.1136,11.4065,11.2208,0,0
1472356800,11.1136,11.1136,11.0368,11.107,11.4065,11.2208,0,0
1472371200,11.107,11.1179,11.0743,11.0951,11.4065,11.2208,0,0
1472385600,11.0951,11.0951,11.0229,11.0229,11.4065,11.2208,0,0
1472400000,11.0229,11.0262,10.9659,10.9843,11.4065,11.2208,0,0
1472414400,10.9843,10.9897,10.928,10.928,11.4065,11.2208,0,0
1472428800,10.928,10.9506,10.8501,10.8501,11.4065,11.2208,0,0
1472443200,10.8501,11.1407,10.8118,11.0511,11.4065,11.2208,0,0
1472457600,11.0511,11.105,11.0088,11.0118,11.4065,11.2208,0,0
1472472000,11.0118,11.0118,10.9191,10.9191,11.4065,11.2208,0,0
1472486400,10.9191,10.9414,10.8524,10.9414,11.4065,11.2208,0,0
1472500800,10.9414,11.0344,10.9414,10.9561,11.4065,11.2208,0,0
1472515200,10.9561,11.0723,10.9561,11.0233,11.105,10.8524,0,0
1472529600,11.0233,11.1568,10.9685,11.096,11.105,10.8524,0,0
1472544000,11.096,11.1172,11.06,11.0802,11.105,10.8524,0,0
1472558400,11.0802,11.1418,11.0721,11.1418,11.105,10.8524,0,0
